Date,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2000-02-01,-4.233341643101807,-10.704597303825059,-5.517219606306966,10.50680200068923,-11.701410609836515,-12.15377556584113,-6.5387078971024355,-5.571536716044045
2000-03-01,12.066853149132427,17.829984310214385,13.686088293406872,8.389305278733673,3.4272140421441666,10.102976785312823,8.995080222155515,13.929430261928989
2000-04-01,-1.1625349431755527,1.336360088176325,1.6539356000395689,-9.184739232197725,5.640011425443725,7.340134578356183,-1.1716958440803893,-1.8911719339489097
2000-05-01,11.742435289206066,2.2321708894775583,-0.4219642463865192,-10.39772761695712,7.132871292544474,-0.2194871781293295,-2.680397468282414,-5.398056374158477
2000-06-01,-5.956389271815887,-5.17775352914841,-4.131366414124482,9.95562280518254,5.417727601325195,-4.123114528185701,0.2118263380521901,-5.590809379982398
2000-07-01,-3.3453193499736633,9.191772529593646,1.7569379906197113,-5.305736849135867,-3.430684381696658,2.317545450653302,-1.4798891505620082,1.7816460109205678
2000-08-01,10.920784448436871,10.15714798511269,9.90206647691998,10.170629935687092,-1.2210959346980577,3.8961042254542777,3.5407967569227594,-4.146601745572864
2000-09-01,1.2064972122955542,1.8660860187613038,-3.16828372234802,-17.965750616616038,4.033889190004758,12.282598374898978,-3.626937710706324,-0.12543021379054498
2000-10-01,-2.2975322660772735,-0.5624413927125316,2.528343995381377,-5.7277913996022,7.348588169924741,6.68629977379247,1.5053585000071479,-1.0103832601649043
2000-11-01,-5.245100842719319,-5.108700658028409,-3.3999766482861404,-20.514621327167436,3.450286033766292,-0.0457926741094572,-9.110190424249708,-2.4793425446085204
2000-12-01,9.881027101598283,8.13293608366681,3.5196437126180147,-9.892122587827556,3.3352052842059665,-2.7916905095406452,1.6317356714526055,6.779674956616266
2001-01-01,-2.8970242168446236,0.1316589342537089,0.8018905021305311,19.121815454446846,-7.019763001698265,-4.241586409743848,7.24869196500868,11.90831959604366
2001-02-01,-1.2138308838606338,-6.727852694220093,-5.992975170882453,-24.9061910891894,0.6042259007413175,2.075338561726592,-1.91646488260927,-7.14035501240703
2001-03-01,-3.2766613157722,-3.31511848462146,-9.833818413713146,-11.460237213497726,-7.207203027613007,-2.1269590190882037,-6.420074669140908,-1.658511389313122
2001-04-01,10.660397286822288,3.960015870500455,11.75028612581066,16.16942151066587,2.240024124204809,5.5685401790431355,7.402086062459623,4.85082183434109
2001-05-01,-0.9447899767478618,4.400004021800119,4.184928547294642,-4.095773051462626,1.4682525738413998,0.7011595642594459,3.8194294190069256,2.3810177278726474
2001-06-01,-9.538019535506104,-1.079741440707227,-6.381594985952866,1.9543776619864506,-4.927629346810725,-5.691804325251382,-1.1705916217238266,-1.0018132391073853
2001-07-01,-0.6889597238744605,-0.5861469882054382,0.008600513621015438,-6.922274601129352,3.37171906625775,-0.19028902810912518,-1.95601007188011,4.671378850839125
2001-08-01,-4.233351809165786,-6.61212293419311,-3.4327638925817583,-12.204368096643382,0.4790484098657011,-3.5633685632831313,-5.076000472107145,-8.754317309618864
2001-09-01,-10.128746248679022,-6.052550063183981,-15.008951726286046,-16.377092541424933,-0.43707245053329347,-1.7131271168851936,-14.514367381138593,-12.893482638444542
2001-10-01,4.6130099806229286,-0.9795316844404267,2.2019778494978937,10.909109671509087,-0.3226275857229899,-4.533170605475368,0.5520459417621248,5.584257296912631
2001-11-01,-5.5845029983284995,6.494075297748658,10.004163482144545,14.941369025716034,4.417679429148302,-1.2626109178537903,11.600292122669998,13.31676759686584
2001-12-01,5.283829747646296,1.505203066915195,4.528267608991587,-2.2004368494365156,-2.3077254307511508,2.4113890432895912,2.2382363965065766,4.3795262463995455
2002-01-01,-3.1605862076296454,-0.7096423070525271,-6.317663970292974,-1.083310246837188,-0.31867783958298146,-2.8565206052037384,-0.5662444385584386,3.448909254058097
2002-02-01,3.4175065286446316,-1.7307569708708614,2.5048225590242,-13.016006212113618,2.1006899331553974,-0.18508801785520612,4.598122029317686,0.5416430862909882
2002-03-01,8.486624166473744,6.262177475572561,2.40598112664423,4.9394429801794315,1.319915069723998,4.4865468532369945,5.754135573075914,1.1447844852347844
2002-04-01,-3.2748305351794404,-2.2169165860446816,-6.629415361542357,-12.090436905939384,-3.438289492903246,-5.3079772433227586,-0.563889147143859,-2.673840502928082
2002-05-01,-1.7593977064880084,-0.3022860884453471,0.43375026211487366,-4.147043308662813,-1.1141917555204994,-0.8311068719752734,1.3940742313250043,-0.5136574436041763
2002-06-01,-4.239810171208658,-4.700625553376359,-6.360397352524549,-13.362500729933569,-10.462789058681432,-7.619024531330531,-7.176420857861398,-5.4388952812923
2002-07-01,-13.335814334273621,-7.906180132038809,-5.431351597790302,-9.481675307841863,-3.977926215056915,-13.897205994345107,-2.8657736947726553,-11.78021402339069
2002-08-01,1.5064728870038735,1.8655222902588253,-1.5555586763473683,-0.8380302753405289,0.798097926675001,3.9652002541919362,0.9673036486764985,3.0177323425116143
2002-09-01,-7.638658144649901,-11.96763642317883,-11.87362025102139,-16.690111430166077,-7.824881631896686,-13.162758776548644,-6.4849244426658075,-9.028920654663509
2002-10-01,2.3977944181122535,9.731405685990069,5.315371930195489,24.76756610476205,4.563164400148079,-1.1126350874168245,6.1602878778596715,6.882676860140968
2002-11-01,4.1300423075122605,3.7233607957730452,5.224654507988014,15.853693691691163,-2.772395559517804,2.9057420745347784,3.0900961365565527,4.628105043987407
2002-12-01,-0.4902349981250498,-5.982860135373391,-4.454797438820313,-13.450334604659409,-0.250135265282736,2.02445522257082,-4.116996555673813,-8.728292799953808
2003-01-01,-2.004871739038583,-0.6804211252062209,-4.869391131235334,-2.101347276157195,-2.894751929719497,-1.1864031680321907,0.034066047731395876,-3.110978972425893
2003-02-01,2.9398142735830524,-3.08464411890359,-1.5400051396883052,0.48449203565466004,-3.063277877964521,-5.347623418277491,-2.229852607998639,-0.4476011805153335
2003-03-01,-0.4015694529821312,-1.3776942160712902,0.67776717380299,-1.5151903268096012,-0.5356678644595325,3.954849630088453,3.2856752789274912,2.203144231307408
